mes,unidades_vendidas,previsao,erro_absoluto
2026-01-01,79.0,38.666666666666664,40.333333333333336
2026-02-01,68.0,53.666666666666664,14.333333333333336
2026-03-01,60.0,56.333333333333336,3.6666666666666643
